player,pos,PTS,AST,REB,STL,BLK,TOV,AST_TO,STOCKS,FIC,age,year
Nickeil Alexander-Walker,G,5.87,1.39,1.83,0.35,0.3,0.43,3.2325581395348837,0.65,9.31,24.0,2023
Nickeil Alexander-Walker,G,6.15,1.83,1.71,0.54,0.36,0.93,1.967741935483871,0.9,9.66,24.0,2023
Nickeil Alexander-Walker,G,7.99,2.49,2.04,0.78,0.51,0.93,2.67741935483871,1.29,12.88,25.0,2024
Grayson Allen,G,5.55,0.66,0.61,0.16,0.16,0.87,0.7586206896551725,0.32,6.27,23.0,2019
Grayson Allen,G,8.68,1.37,2.24,0.26,0.05,0.87,1.574712643678161,0.31,11.73,24.0,2020
Grayson Allen,G,10.64,2.16,3.2,0.92,0.16,0.96,2.2500000000000004,1.08,16.12,25.0,2021
Grayson Allen,G,11.11,1.52,3.36,0.7,0.27,0.65,2.3384615384615386,0.97,16.31,26.0,2022
Grayson Allen,G,10.42,2.26,3.29,0.86,0.19,1.0,2.26,1.05,16.02,27.0,2023
Grayson Allen,G,13.52,3.03,3.93,0.92,0.6,1.27,2.385826771653543,1.52,20.73,28.0,2024
Jarrett Allen,C,8.15,0.68,5.39,0.39,1.22,1.14,0.5964912280701755,1.61,14.69,20.0,2018
Jarrett Allen,C,10.91,1.38,8.4,0.54,1.5,1.29,1.069767441860465,2.04,21.44,21.0,2019
Jarrett Allen,C,11.07,1.57,9.59,0.57,1.31,1.1,1.4272727272727272,1.88,23.01,22.0,2020
Jarrett Allen,C,11.17,1.67,10.42,0.58,1.58,1.83,0.9125683060109289,2.16,23.59,23.0,2021
Jarrett Allen,C,13.18,1.69,9.92,0.49,1.39,1.53,1.1045751633986927,1.88,25.14,23.0,2021
Jarrett Allen,C,12.79,1.68,10.02,0.51,1.43,1.59,1.0566037735849056,1.94,24.84,23.0,2021
Jarrett Allen,C,16.14,1.64,10.75,0.79,1.34,1.68,0.9761904761904762,2.13,28.98,24.0,2022
Jarrett Allen,C,14.25,1.66,9.79,0.79,1.24,1.37,1.2116788321167882,2.03,26.36,25.0,2023
Jarrett Allen,C,16.51,2.73,10.53,0.69,1.05,1.57,1.7388535031847132,1.74,29.94,26.0,2024
Jose Alvarado,G,6.11,2.81,1.85,1.31,0.13,0.74,3.7972972972972974,1.44,11.47,24.0,2022
Jose Alvarado,G,9.02,3.05,2.31,1.1,0.16,1.33,2.2932330827067666,1.26,14.31,25.0,2023
Jose Alvarado,G,7.09,2.09,2.29,1.05,0.27,0.71,2.943661971830986,1.32,12.08,26.0,2024
Kyle Anderson,F,2.24,0.85,2.18,0.45,0.21,0.3,2.8333333333333335,0.66,5.63,21.0,2015
Kyle Anderson,F,4.49,1.58,3.13,0.77,0.37,0.76,2.0789473684210527,1.14,9.58,22.0,2016
Kyle Anderson,F,3.42,1.26,2.89,0.71,0.36,0.54,2.333333333333333,1.07,8.1,23.0,2017
Kyle Anderson,F,7.91,2.73,5.35,1.55,0.81,1.27,2.149606299212598,2.36,17.08,24.0,2018
Kyle Anderson,F,8.05,2.98,5.84,1.26,0.86,1.35,2.2074074074074073,2.12,17.64,25.0,2019
Kyle Anderson,F,5.82,2.42,4.25,0.81,0.55,0.99,2.444444444444444,1.36,12.86,26.0,2020
Kyle Anderson,F,12.38,3.62,5.74,1.22,0.83,1.25,2.896,2.05,22.54,27.0,2021
Kyle Anderson,F,7.55,2.65,5.33,1.12,0.65,1.03,2.5728155339805823,1.77,16.27,28.0,2022
Kyle Anderson,F,9.38,4.86,5.33,1.13,0.91,1.49,3.2617449664429534,2.04,20.12,29.0,2023
Kyle Anderson,F,6.41,4.19,3.46,0.9,0.59,1.15,3.643478260869566,1.49,14.4,30.0,2024
Giannis Antetokounmpo,F,12.72,2.56,6.69,0.9,1.05,2.14,1.1962616822429906,1.95,21.78,20.0,2015
Giannis Antetokounmpo,F,16.88,4.31,7.65,1.18,1.41,2.6,1.6576923076923076,2.59,28.83,21.0,2016
Giannis Antetokounmpo,F,22.9,5.42,8.75,1.64,1.89,2.92,1.856164383561644,3.53,37.68,22.0,2017
Giannis Antetokounmpo,F,26.85,4.81,10.04,1.45,1.41,2.97,1.6195286195286194,2.86,41.59,23.0,2018
Giannis Antetokounmpo,F,27.69,5.89,12.47,1.28,1.53,3.72,1.5833333333333333,2.81,45.14,24.0,2019
Giannis Antetokounmpo,F,29.48,5.62,13.59,0.97,1.05,3.65,1.5397260273972604,2.02,47.06,25.0,2020
Giannis Antetokounmpo,F,28.15,5.85,11.0,1.18,1.2,3.39,1.725663716814159,2.38,43.99,26.0,2021
Giannis Antetokounmpo,F,29.88,5.79,11.61,1.07,1.36,3.27,1.7706422018348624,2.43,46.44,27.0,2022
Giannis Antetokounmpo,F,31.1,5.7,11.78,0.83,0.81,3.9,1.4615384615384617,1.64,46.32,28.0,2023
Giannis Antetokounmpo,F,30.44,6.52,11.52,1.19,1.08,3.42,1.9064327485380117,2.27,47.33,29.0,2024
Cole Anthony,G,12.87,4.09,4.7,0.64,0.38,2.26,1.8097345132743363,1.02,20.42,21.0,2021
Cole Anthony,G,16.34,5.68,5.35,0.71,0.26,2.62,2.1679389312977095,0.97,25.72,22.0,2022
Cole Anthony,G,13.02,3.92,4.8,0.62,0.52,1.52,2.5789473684210527,1.14,21.36,23.0,2023
Cole Anthony,G,11.57,2.91,3.84,0.79,0.46,1.56,1.8653846153846154,1.25,18.01,24.0,2024
OG Anunoby,F,5.92,0.74,2.49,0.7,0.19,0.61,1.2131147540983607,0.89,9.43,20.0,2018
OG Anunoby,F,7.0,0.7,2.94,0.69,0.33,0.82,0.8536585365853658,1.02,10.84,21.0,2019
OG Anunoby,F,10.62,1.57,5.28,1.39,0.65,1.14,1.3771929824561404,2.04,18.37,22.0,2020
OG Anunoby,F,15.86,2.19,5.51,1.53,0.74,1.74,1.2586206896551724,2.27,24.09,23.0,2021
OG Anunoby,F,17.12,2.6,5.5,1.48,0.52,1.67,1.5568862275449102,2.0,25.55,24.0,2022
OG Anunoby,F,16.78,1.96,4.96,1.91,0.75,1.97,0.9949238578680203,2.66,24.39,25.0,2023
OG Anunoby,F,15.11,2.67,3.93,1.04,0.48,1.59,1.6792452830188678,1.52,21.64,26.0,2024
OG Anunoby,F,14.13,1.52,4.43,1.74,1.0,1.65,0.9212121212121213,2.74,21.17,26.0,2024
OG Anunoby,F,14.66,2.14,4.16,1.36,0.72,1.62,1.3209876543209877,2.08,21.42,26.0,2024
Deni Avdija,F,6.33,1.17,4.85,0.59,0.28,0.61,1.9180327868852458,0.87,12.61,20.0,2021
Deni Avdija,F,8.35,2.04,5.18,0.72,0.54,1.06,1.9245283018867925,1.26,15.77,21.0,2022
Deni Avdija,F,9.17,2.78,6.41,0.86,0.38,1.62,1.7160493827160492,1.24,17.98,22.0,2023
Deni Avdija,F,14.69,3.81,7.2,0.8,0.48,2.13,1.7887323943661972,1.28,24.85,23.0,2024
Deandre Ayton,C,16.32,1.76,10.27,0.86,0.94,1.77,0.9943502824858756,1.8,28.38,20.0,2019
Deandre Ayton,C,18.16,1.89,11.47,0.68,1.53,2.11,0.8957345971563981,2.21,31.62,21.0,2020
Deandre Ayton,C,14.45,1.43,10.54,0.59,1.17,1.49,0.959731543624161,1.76,26.69,22.0,2021
Deandre Ayton,C,17.19,1.45,10.22,0.69,0.69,1.57,0.9235668789808916,1.38,28.67,23.0,2022
Deandre Ayton,C,17.96,1.72,9.96,0.55,0.79,1.79,0.9608938547486033,1.34,29.19,24.0,2023
Deandre Ayton,C,16.73,1.64,11.07,1.02,0.76,1.8,0.911111111111111,1.78,29.42,25.0,2024
Marvin Bagley III,F,14.89,1.0,7.6,0.53,0.95,1.58,0.6329113924050632,1.48,23.39,20.0,2019
Marvin Bagley III,F,14.23,0.77,7.46,0.46,0.92,1.38,0.5579710144927537,1.38,22.46,21.0,2020
Marvin Bagley III,F,14.14,1.0,7.4,0.49,0.49,1.37,0.7299270072992701,0.98,22.15,22.0,2021
Marvin Bagley III,F,9.27,0.57,7.17,0.3,0.37,0.7,0.8142857142857143,0.67,16.98,23.0,2022
Marvin Bagley III,F,14.56,1.06,6.83,0.72,0.39,1.0,1.06,1.11,22.56,23.0,2022
Marvin Bagley III,F,11.25,0.75,7.04,0.46,0.38,0.81,0.9259259259259258,0.84,19.07,23.0,2022
Marvin Bagley III,F,12.0,0.86,6.4,0.45,0.71,1.1,0.7818181818181817,1.16,19.32,24.0,2023
Marvin Bagley III,F,10.19,1.04,4.54,0.19,0.54,1.12,0.9285714285714285,0.73,15.38,25.0,2024
Marvin Bagley III,F,13.25,1.17,8.08,0.62,0.79,1.25,0.9359999999999999,1.41,22.66,25.0,2024
Marvin Bagley III,F,11.66,1.1,6.24,0.4,0.66,1.18,0.9322033898305085,1.06,18.88,25.0,2024
Patrick Baldwin Jr.,F,3.94,0.35,1.29,0.19,0.13,0.35,1.0,0.32,5.55,20.0,2023
Patrick Baldwin Jr.,F,4.42,0.76,3.24,0.47,0.39,0.5,1.52,0.86,8.78,21.0,2024
LaMelo Ball,G,15.75,6.14,5.92,1.59,0.35,2.84,2.1619718309859155,1.94,26.91,19.0,2021
LaMelo Ball,G,20.11,7.61,6.68,1.59,0.4,3.27,2.327217125382263,1.99,33.12,20.0,2022
LaMelo Ball,G,23.28,8.44,6.42,1.28,0.31,3.58,2.3575418994413404,1.59,36.15,21.0,2023
LaMelo Ball,G,23.91,8.0,5.14,1.82,0.18,3.77,2.1220159151193636,2.0,35.28,22.0,2024
Lonzo Ball,G,10.15,7.23,6.92,1.69,0.83,2.62,2.7595419847328246,2.52,24.2,20.0,2018
Lonzo Ball,G,9.89,5.43,5.34,1.47,0.4,2.19,2.4794520547945207,1.87,20.34,21.0,2019
Lonzo Ball,G,11.83,6.95,6.08,1.4,0.6,3.06,2.2712418300653594,2.0,23.8,22.0,2020
Lonzo Ball,G,14.58,5.75,4.78,1.49,0.56,2.24,2.5669642857142856,2.05,24.92,23.0,2021
Lonzo Ball,G,13.0,5.09,5.43,1.83,0.89,2.34,2.1752136752136755,2.72,23.9,24.0,2022
Mo Bamba,C,6.21,0.83,4.96,0.28,1.36,0.91,0.9120879120879121,1.64,12.73,21.0,2019
Mo Bamba,C,5.35,0.68,4.87,0.37,1.39,0.68,1.0,1.76,11.98,22.0,2020
Mo Bamba,C,7.98,0.76,5.76,0.3,1.26,0.78,0.9743589743589743,1.56,15.28,23.0,2021
Mo Bamba,C,10.65,1.2,8.06,0.54,1.66,1.08,1.111111111111111,2.2,21.03,24.0,2022
Mo Bamba,C,7.25,1.05,4.6,0.3,0.95,0.55,1.909090909090909,1.25,13.6,25.0,2023
Mo Bamba,C,3.67,0.44,4.56,0.11,0.56,0.89,0.4943820224719101,0.67,8.45,25.0,2023
Mo Bamba,C,6.59,0.94,4.59,0.27,0.88,0.61,1.540983606557377,1.15,12.66,25.0,2023
Mo Bamba,C,4.44,0.72,4.18,0.39,1.05,0.68,1.0588235294117645,1.44,10.1,26.0,2024
Paolo Banchero,F,19.96,3.74,6.9,0.83,0.54,2.78,1.3453237410071943,1.37,29.19,20.0,2023
Paolo Banchero,F,22.55,5.39,6.92,0.89,0.59,3.09,1.744336569579288,1.48,33.25,21.0,2024
Desmond Bane,G,9.19,1.74,3.09,0.6,0.24,0.87,2.0,0.84,13.99,23.0,2021
Desmond Bane,G,18.21,2.74,4.39,1.21,0.38,1.46,1.8767123287671235,1.59,25.47,24.0,2022
Desmond Bane,G,21.5,4.38,5.02,0.97,0.38,2.17,2.0184331797235022,1.35,30.08,25.0,2023
Desmond Bane,G,23.74,5.48,4.4,1.02,0.52,2.67,2.052434456928839,1.54,32.49,26.0,2024
Dalano Banton,F,3.2,1.55,1.94,0.44,0.16,0.83,1.8674698795180724,0.6,6.46,22.0,2022
Dalano Banton,F,4.58,1.16,1.45,0.42,0.42,0.58,2.0,0.84,7.45,23.0,2023
Dalano Banton,F,2.33,0.79,1.46,0.21,0.12,0.42,1.8809523809523812,0.33,4.49,24.0,2024
Dalano Banton,F,16.7,3.6,4.77,0.93,0.57,2.23,1.6143497757847534,1.5,24.34,24.0,2024
Dalano Banton,F,10.31,2.35,3.3,0.61,0.37,1.43,1.6433566433566436,0.98,15.51,24.0,2024
Dominick Barlow,F,3.93,0.86,3.64,0.36,0.68,0.54,1.5925925925925926,1.04,8.93,20.0,2023
Dominick Barlow,F,4.36,1.09,3.42,0.36,0.42,0.27,4.037037037037037,0.78,9.38,21.0,2024
Harrison Barnes,F,10.09,1.41,5.52,0.74,0.23,0.87,1.6206896551724137,0.97,17.12,23.0,2015
Harrison Barnes,F,11.73,1.77,4.92,0.62,0.15,0.86,2.058139534883721,0.77,18.33,24.0,2016
Harrison Barnes,F,19.22,1.47,4.99,0.82,0.19,1.29,1.1395348837209303,1.01,25.4,25.0,2017
Harrison Barnes,F,18.86,1.97,6.08,0.64,0.18,1.53,1.287581699346405,0.82,26.2,26.0,2018
Harrison Barnes,F,17.67,1.27,4.22,0.67,0.22,1.39,0.9136690647482015,0.89,22.66,27.0,2019
Harrison Barnes,F,14.25,1.89,5.5,0.61,0.07,1.07,1.7663551401869158,0.68,21.25,27.0,2019
Harrison Barnes,F,16.43,1.49,4.69,0.65,0.17,1.27,1.1732283464566928,0.82,22.16,27.0,2019
Harrison Barnes,F,14.53,2.21,4.93,0.6,0.17,1.22,1.8114754098360655,0.77,21.22,28.0,2020
Harrison Barnes,F,16.09,3.47,6.64,0.74,0.19,1.6,2.16875,0.93,25.53,29.0,2021
Harrison Barnes,F,16.43,2.42,5.61,0.69,0.18,1.53,1.5816993464052287,0.87,23.8,30.0,2022
Harrison Barnes,F,15.0,1.56,4.46,0.7,0.12,1.05,1.4857142857142858,0.82,20.79,31.0,2023
Harrison Barnes,F,12.2,1.21,3.04,0.66,0.15,0.71,1.704225352112676,0.81,16.55,32.0,2024
Scottie Barnes,F,15.32,3.46,7.53,1.08,0.74,1.84,1.8804347826086956,1.82,26.29,20.0,2022
Scottie Barnes,F,15.31,4.82,6.65,1.08,0.79,2.0,2.41,1.87,26.65,21.0,2023
Scottie Barnes,F,19.85,6.05,8.23,1.25,1.47,2.75,2.1999999999999997,2.72,34.1,22.0,2024
RJ Barrett,F,14.34,2.55,4.98,0.98,0.3,2.21,1.1538461538461537,1.28,20.94,20.0,2020
RJ Barrett,F,17.56,3.01,5.75,0.74,0.28,1.93,1.5595854922279793,1.02,25.41,21.0,2021
RJ Barrett,F,20.03,2.97,5.83,0.61,0.23,2.16,1.375,0.84,27.51,22.0,2022
RJ Barrett,F,19.6,2.75,5.04,0.42,0.21,2.25,1.2222222222222223,0.63,25.77,23.0,2023
RJ Barrett,F,18.23,2.42,4.27,0.46,0.35,1.81,1.3370165745856353,0.81,23.92,24.0,2024
RJ Barrett,F,21.75,4.06,6.38,0.59,0.41,2.47,1.643724696356275,1.0,30.72,24.0,2024
RJ Barrett,F,20.17,3.33,5.43,0.53,0.38,2.17,1.534562211981567,0.91,27.67,24.0,2024
Charles Bassey,C,3.0,0.3,2.7,0.22,0.74,0.35,0.8571428571428572,0.96,6.61,21.0,2022
Charles Bassey,C,5.69,1.37,5.51,0.46,0.94,1.17,1.170940170940171,1.4,12.8,22.0,2023
Charles Bassey,C,3.32,1.11,4.0,0.42,0.89,0.79,1.4050632911392407,1.31,8.95,23.0,2024
Emoni Bates,F,2.73,0.67,0.93,0.07,0.13,0.53,1.2641509433962264,0.2,4.0,20.0,2024
Nicolas Batum,G,9.35,4.8,5.86,1.1,0.56,1.86,2.5806451612903225,1.66,19.81,26.0,2015
Nicolas Batum,G,14.94,5.76,6.11,0.93,0.61,2.93,1.9658703071672352,1.54,25.42,27.0,2016
Nicolas Batum,G,15.12,5.92,6.25,1.12,0.38,2.52,2.3492063492063493,1.5,26.27,28.0,2017
Nicolas Batum,G,11.56,5.45,4.78,1.02,0.36,2.05,2.658536585365854,1.38,21.12,29.0,2018
Nicolas Batum,G,9.32,3.29,5.2,0.95,0.57,1.56,2.108974358974359,1.52,17.77,30.0,2019
Nicolas Batum,G,3.59,3.0,4.55,0.77,0.36,1.0,3.0,1.13,11.27,31.0,2020
Nicolas Batum,G,8.06,2.21,4.72,1.03,0.55,0.79,2.7974683544303796,1.58,15.78,32.0,2021
Nicolas Batum,G,8.32,1.69,4.31,0.98,0.71,0.68,2.4852941176470584,1.69,15.33,33.0,2022
Nicolas Batum,G,6.13,1.55,3.83,0.69,0.56,0.64,2.421875,1.25,12.12,34.0,2023
Nicolas Batum,G,2.67,1.67,2.33,1.0,1.33,0.33,5.0606060606060606,2.33,8.67,35.0,2024
Nicolas Batum,G,5.47,2.16,4.23,0.79,0.6,0.68,3.176470588235294,1.39,12.57,35.0,2024
Nicolas Batum,G,5.33,2.13,4.13,0.8,0.63,0.67,3.17910447761194,1.43,12.35,35.0,2024
Bradley Beal,G,15.27,3.08,3.83,1.21,0.29,1.95,1.5794871794871796,1.5,21.73,22.0,2015
Bradley Beal,G,17.42,2.95,3.42,0.98,0.2,2.04,1.446078431372549,1.18,22.93,23.0,2016
Bradley Beal,G,23.1,3.47,3.12,1.08,0.27,2.03,1.7093596059113303,1.35,29.01,24.0,2017
Bradley Beal,G,22.65,4.55,4.43,1.17,0.44,2.61,1.7432950191570882,1.61,30.63,25.0,2018
Bradley Beal,G,25.6,5.46,5.01,1.48,0.71,2.73,2.0,2.19,35.53,26.0,2019
Bradley Beal,G,30.54,6.09,4.25,1.25,0.4,3.4,1.7911764705882354,1.65,39.13,27.0,2020
Bradley Beal,G,31.3,4.42,4.72,1.15,0.37,3.12,1.4166666666666665,1.52,38.84,28.0,2021
Bradley Beal,G,23.2,6.62,4.72,0.9,0.38,3.38,1.9585798816568047,1.28,32.44,29.0,2022
Bradley Beal,G,23.2,5.42,3.92,0.9,0.66,2.9,1.8689655172413793,1.56,31.2,30.0,2023
Bradley Beal,G,18.19,5.0,4.38,0.98,0.51,2.47,2.0242914979757085,1.49,26.59,31.0,2024
Malik Beasley,G,3.77,0.5,0.77,0.32,0.0,0.36,1.3888888888888888,0.32,5.0,20.0,2017
Malik Beasley,G,3.16,0.5,1.15,0.24,0.11,0.39,1.282051282051282,0.35,4.77,21.0,2018
Malik Beasley,G,11.32,1.2,2.47,0.68,0.12,0.68,1.764705882352941,0.8,15.11,22.0,2019
Malik Beasley,G,7.93,1.17,1.88,0.76,0.15,0.88,1.3295454545454544,0.91,11.01,23.0,2020
Malik Beasley,G,20.71,1.93,5.07,0.64,0.14,1.5,1.2866666666666666,0.78,26.99,23.0,2020
Malik Beasley,G,11.18,1.36,2.69,0.73,0.15,1.04,1.3076923076923077,0.88,15.07,23.0,2020
Malik Beasley,G,19.57,2.38,4.38,0.81,0.19,1.62,1.4691358024691357,1.0,25.71,24.0,2021
Malik Beasley,G,12.06,1.47,2.87,0.54,0.15,0.54,2.722222222222222,0.69,16.55,25.0,2022
Malik Beasley,G,13.38,1.69,3.58,0.8,0.15,1.09,1.55045871559633,0.95,18.51,26.0,2023
Malik Beasley,G,11.12,1.19,3.31,0.81,0.04,1.15,1.0347826086956522,0.85,15.32,26.0,2023
Malik Beasley,G,12.65,1.53,3.49,0.8,0.11,1.11,1.3783783783783783,0.91,17.47,26.0,2023
Malik Beasley,G,11.25,1.37,3.67,0.75,0.11,0.68,2.014705882352941,0.86,16.47,27.0,2024
MarJon Beauchamp,F,5.12,0.67,2.21,0.4,0.13,0.87,0.7701149425287357,0.53,7.66,22.0,2023
MarJon Beauchamp,F,4.4,0.65,2.06,0.27,0.15,0.56,1.1607142857142856,0.42,6.97,23.0,2024
Saddiq Bey,G,12.24,1.36,4.54,0.74,0.2,0.86,1.5813953488372094,0.94,18.22,22.0,2021
Saddiq Bey,G,16.11,2.84,5.38,0.89,0.2,1.17,2.427350427350427,1.09,24.25,23.0,2022
Saddiq Bey,G,14.83,1.62,4.65,0.96,0.23,1.04,1.5576923076923077,1.19,21.25,24.0,2023
Saddiq Bey,G,11.64,1.36,4.8,0.8,0.04,0.68,2.0,0.84,17.96,24.0,2023
Saddiq Bey,G,13.79,1.53,4.7,0.91,0.17,0.92,1.6630434782608696,1.08,20.18,24.0,2023
Saddiq Bey,G,13.7,1.46,6.52,0.81,0.17,0.86,1.697674418604651,0.98,21.8,25.0,2024
Goga Bitadze,C,3.19,0.43,1.96,0.19,0.69,0.52,0.8269230769230769,0.88,5.94,20.0,2020
Goga Bitadze,C,5.13,0.82,3.33,0.2,1.33,0.38,2.1578947368421053,1.53,10.43,21.0,2021
Goga Bitadze,C,6.98,1.1,3.54,0.42,0.84,0.92,1.1956521739130435,1.26,11.96,22.0,2022
Goga Bitadze,C,3.29,0.86,2.33,0.43,0.48,0.57,1.5087719298245614,0.91,6.82,23.0,2023
Goga Bitadze,C,5.76,1.24,5.18,0.41,0.94,0.59,2.1016949152542375,1.35,12.94,23.0,2023
Goga Bitadze,C,4.39,1.03,3.61,0.42,0.68,0.58,1.7758620689655173,1.1,9.55,23.0,2023
Goga Bitadze,C,5.02,1.27,4.61,0.52,1.16,0.71,1.7887323943661972,1.68,11.87,24.0,2024
Bismack Biyombo,C,4.75,0.25,6.36,0.28,1.55,0.81,0.30864197530864196,1.83,12.38,22.0,2015
Bismack Biyombo,C,5.54,0.35,7.99,0.23,1.62,0.87,0.4022988505747126,1.85,14.86,23.0,2016
Bismack Biyombo,C,5.96,0.91,7.0,0.31,1.12,1.17,0.7777777777777779,1.43,14.13,24.0,2017
Bismack Biyombo,C,5.71,0.8,5.71,0.26,1.16,1.02,0.7843137254901961,1.42,12.62,25.0,2018
Bismack Biyombo,C,4.37,0.61,4.57,0.2,0.76,0.63,0.9682539682539683,0.96,9.88,26.0,2019
Bismack Biyombo,C,7.42,0.94,5.81,0.19,0.92,0.91,1.0329670329670328,1.11,14.37,27.0,2020
Bismack Biyombo,C,5.02,1.23,5.26,0.26,1.12,1.08,1.1388888888888888,1.38,11.81,28.0,2021
Bismack Biyombo,C,5.83,0.64,4.64,0.33,0.72,0.69,0.9275362318840581,1.05,11.47,29.0,2022
Bismack Biyombo,C,4.31,0.92,4.26,0.3,1.44,0.84,1.0952380952380953,1.74,10.39,30.0,2023
Bismack Biyombo,C,5.2,1.7,6.37,0.33,1.13,1.27,1.3385826771653542,1.46,13.46,31.0,2024
Bismack Biyombo,C,1.8,0.2,1.8,0.1,0.3,0.4,0.5,0.4,3.8,31.0,2024
Bismack Biyombo,C,4.35,1.32,5.22,0.28,0.92,1.05,1.2571428571428571,1.2,11.04,31.0,2024
Anthony Black,G,4.58,1.32,2.01,0.51,0.3,0.81,1.6296296296296295,0.81,7.91,20.0,2024
Bogdan Bogdanović,G,11.76,3.31,2.86,0.92,0.21,1.6,2.06875,1.13,17.46,25.0,2018
Bogdan Bogdanović,G,14.14,3.81,3.47,1.03,0.21,1.67,2.281437125748503,1.24,20.99,26.0,2019
Bogdan Bogdanović,G,15.15,3.39,3.39,1.05,0.25,1.67,2.029940119760479,1.3,21.56,27.0,2020
Bogdan Bogdanović,G,16.36,3.34,3.64,1.11,0.3,1.23,2.7154471544715446,1.41,23.52,28.0,2021
Bogdan Bogdanović,G,15.08,3.08,3.97,1.08,0.22,1.11,2.7747747747747744,1.3,22.32,29.0,2022
Bogdan Bogdanović,G,14.0,2.78,3.06,0.8,0.33,1.2,2.3166666666666664,1.13,19.77,30.0,2023
Bogdan Bogdanović,G,16.87,3.13,3.44,1.22,0.33,1.42,2.204225352112676,1.55,23.57,31.0,2024
Bol Bol,C,5.71,0.86,2.71,0.29,0.86,1.43,0.6013986013986015,1.15,9.0,20.0,2020
